type,ip_addr,country_code,classification,blacklist
ip,91.148.190.150,BG,malicious,DDoS attack|Maltiverse|2023-05-25 17:24:35|2023-05-25 17:24:35;Port Scanner|Maltiverse|2023-05-25 07:09:50|2023-05-27 04:37:44;Hacking|Maltiverse|2023-05-25 07:09:49|2023-05-27 04:37:44;Bruteforce|Maltiverse|2023-05-25 07:09:49|2023-05-25 13:50:15;HTTP Scrapper|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;HTTP Attacker|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;Malicious Host|CIArmy|2023-05-27 07:23:21|2024-04-21 11:47:16;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:46:32|2024-04-21 19:47:45;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:46:37|2024-04-21 19:47:57
ip,13.40.69.82,GB,suspicious,Proxy|FireHOL|2023-06-03 14:57:04|2023-06-30 19:25:53;DDoS attack|Maltiverse|2023-05-19 17:00:56|2023-05-19 17:00:56;Port Scanner|Maltiverse|2023-05-19 15:05:51|2023-05-19 15:05:51;Hacking|Maltiverse|2023-05-19 14:55:01|2023-05-31 19:09:04;Mail Spammer|Maltiverse|2023-05-19 14:24:23|2023-05-19 14:51:46;HTTP Attacker|Maltiverse|2023-05-19 13:25:47|2023-05-19 16:48:01;Malicious Host|Maltiverse|2023-05-19 12:43:55|2023-05-19 12:43:55;Bruteforce|Maltiverse|2023-05-19 12:42:15|2023-05-31 19:09:04
ip,35.203.211.47,US,malicious,Malicious Host|HoneyDB|2023-04-26 00:00:00|2024-03-31 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:50:05|2024-04-26 19:26:14;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:50:11|2024-04-26 19:26:26;Malicious Host|CIArmy|2023-04-20 08:14:07|2024-04-27 10:58:46
ip,158.178.232.193,SG,suspicious,Mail Spammer|Abuseat.org|2023-10-06 03:29:35|2023-10-06 03:29:35;Brute force passwords using SSH on server RS1|Blocklist.net.ua|2023-10-09 06:16:41|2023-10-15 06:16:16;Brute force passwords using SSH on server S11|Blocklist.net.ua|2023-10-17 06:15:29|2023-11-15 06:25:32;Brute force passwords using SSH on server S14|Blocklist.net.ua|2023-11-18 06:43:14|2023-11-23 06:59:05;ET COMPROMISED Known Compromised or Hostile Host Traffic TCP|Emerging Threats|2023-11-28 14:27:02|2023-11-28 14:27:02;ET COMPROMISED Known Compromised or Hostile Host Traffic UDP|Emerging Threats|2023-11-28 14:27:07|2023-11-28 14:27:07;Brute force passwords using SSH on server S8|Blocklist.net.ua|2023-12-28 06:42:28|2023-12-28 06:42:28;Brute force passwords using SSH on server S1|Blocklist.net.ua|2023-12-27 06:31:35|2024-01-04 06:50:10;Brute force passwords using SSH on server S17|Blocklist.net.ua|2023-11-25 06:41:49|2024-01-05 06:39:15;Brute force passwords using SSH on server PS1|Blocklist.net.ua|2023-10-06 06:04:43|2024-02-04 06:45:09;Brute force passwords using SSH on server S20|Blocklist.net.ua|2023-10-16 06:07:26|2024-02-06 06:50:42;Brute force passwords using SSH on server S3|Blocklist.net.ua|2024-02-07 06:28:45|2024-02-07 06:28:45;Proxy|FireHOL|2023-12-25 21:31:49|2024-02-13 05:52:45;Brute force passwords using SSH on server S23|Blocklist.net.ua|2024-02-08 06:25:48|2024-02-14 07:26:53;Brute force passwords using SSH on server RS2|Blocklist.net.ua|2024-02-15 07:29:40|2024-02-15 07:29:40;Malicious Host|HoneyDB|2023-10-08 00:00:00|2024-02-17 00:00:00;SSH Attacker|Blocklist.de|2023-10-06 03:29:34|2024-03-03 03:36:40;Brute force passwords using SSH on server RELAY|Blocklist.net.ua|2023-10-07 06:07:31|2024-03-15 08:58:37
ip,198.235.24.76,CA,malicious,SSH Attacker|Blocklist.de|2023-07-20 04:13:56|2024-02-21 03:27:30;IMAP Attacker|Blocklist.de|2024-03-09 02:36:31|2024-03-13 02:44:18;Mail Spammer|Blocklist.de|2024-03-09 02:51:41|2024-03-13 03:00:08;Malicious Host|HoneyDB|2023-04-23 00:00:00|2024-04-16 00:00:00
ip,165.154.118.26,CA,malicious,Mail Spammer|Abuseat.org|2024-01-27 09:25:32|2024-01-27 09:25:32;SSH Attacker|Blocklist.de|2024-02-14 03:17:25|2024-04-12 04:36:13;Malicious Host|CIArmy|2024-01-27 09:25:31|2024-04-27 11:35:25
ip,162.216.150.63,US,malicious,Malicious Host|HoneyDB|2023-04-29 00:00:00|2024-02-01 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:48|2024-04-27 11:33:45
ip,205.210.31.99,CA,malicious,Mail Spammer|Abuseat.org|2023-04-23 10:45:35|2023-04-23 10:45:35;DDoS attack|Maltiverse|2023-04-19 07:19:58|2023-04-23 06:23:45;IMAP Attacker|Maltiverse|2023-04-17 21:13:03|2023-04-22 21:09:22;HTTP Scrapper|Maltiverse|2023-04-17 16:50:55|2023-04-17 16:50:55;SSH Attacker|Maltiverse|2023-04-15 21:45:05|2023-04-21 19:55:03;HTTP Attacker|Maltiverse|2023-04-15 04:00:29|2023-04-22 22:49:06;Bruteforce|Maltiverse|2023-04-15 03:15:09|2023-04-23 02:15:40;Malicious Host|Maltiverse|2023-04-15 03:15:09|2023-04-23 04:32:04;Hacking|Maltiverse|2023-04-15 00:02:04|2023-04-23 07:31:12;Port Scanner|Maltiverse|2023-04-14 23:03:51|2023-04-23 10:03:57;SSH Attacker|Blocklist.de|2024-01-27 03:36:46|2024-03-24 04:12:39;Malicious Host|HoneyDB|2023-04-23 00:00:00|2024-04-16 00:00:00
ip,35.203.211.51,US,malicious,Malicious Host|HoneyDB|2023-04-25 00:00:00|2023-11-10 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:50:06|2024-04-26 19:26:27;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:50:11|2024-04-26 19:26:40;Malicious Host|CIArmy|2023-04-20 08:14:08|2024-04-27 10:58:47
ip,35.203.210.223,US,malicious,Malicious Host|HoneyDB|2023-08-26 00:00:00|2024-04-16 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:03|2024-04-26 19:23:49;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:08|2024-04-26 19:24:01;Malicious Host|CIArmy|2023-04-20 08:13:35|2024-04-27 10:57:32
ip,167.94.138.97,US,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:32:36|2023-09-03 05:57:05;Malicious Host|HoneyDB|2022-12-18 00:00:00|2023-12-04 00:00:00;Malicious Host|CIArmy|2022-04-27 03:54:00|2024-04-27 11:36:52
ip,167.94.145.22,US,suspicious,HTTP Attacker|Blocklist.de|2021-11-29 04:53:34|2021-12-03 04:40:16;Unauthorized scanning of hosts|Blocklist.net.ua|2022-08-29 03:05:34|2023-04-21 07:01:35;Malicious Host|CIArmy|2021-11-20 00:45:08|2024-04-27 11:36:57
ip,80.66.83.47,RU,malicious,Bruteforce|Maltiverse|2023-12-25 18:31:23|2023-12-26 00:42:42;DDoS attack|Maltiverse|2023-12-25 16:31:16|2023-12-26 00:25:18;Port Scanner|Maltiverse|2023-12-25 14:53:05|2023-12-26 00:25:18;Hacking|Maltiverse|2023-12-25 14:53:05|2023-12-26 00:25:18;Malicious Host|Maltiverse|2023-12-25 14:53:05|2023-12-25 14:53:05;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-12-27 13:13:29|2024-04-26 19:52:23;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-12-27 13:13:37|2024-04-26 19:52:35;Malicious Host|CIArmy|2023-12-26 08:16:30|2024-04-27 11:11:41
ip,93.174.95.106,NL,malicious,Malicious Host|GreenSnow|2017-11-11 13:56:52|2017-11-11 13:56:52;Malicious host|IBM X-Force Exchange|2017-12-10 17:52:26|2017-12-10 17:52:26;SNMP Attacker|Nothink.org|2018-01-19 15:28:11|2018-01-19 15:28:11;FTP Attacker|Blocklist.de|2018-06-09 07:08:07|2018-06-09 07:08:07;Malware site|Hybrid-Analysis|2018-10-27 02:45:08|2018-10-27 02:45:08;HTTP Attacker|BadIPs|2018-06-25 06:27:59|2018-12-19 06:55:27;HTTP flood requests to the websites|Blocklist.net.ua|2019-06-23 00:50:25|2019-09-23 07:14:23;Bots|IBM X-Force Exchange|2016-07-25 01:17:00|2019-09-15 18:35:00;Scanning IPs|IBM X-Force Exchange|2016-07-24 21:58:00|2019-09-28 18:25:00;Mail Spammer|Abuseat.org|2020-04-04 02:01:43|2020-04-04 02:01:43;DDoS attack|Blocklist.net.ua|2019-10-05 00:43:07|2020-07-13 09:04:03;SQL Attacker|BadIPs|2018-01-09 12:46:59|2020-12-14 06:56:03;Unauthorized scanning of hosts|Blocklist.net.ua|2020-07-14 02:58:57|2022-09-13 02:55:14;Malicious Host|Alienvault Ip Reputation Database|2017-10-15 11:37:48|2021-06-18 14:46:08;Malware|Hybrid-Analysis|2021-09-09 09:00:21|2021-09-09 09:00:21;HTTP Attacker|Blocklist.de|2018-04-06 08:17:20|2022-10-11 01:57:36;Bruteforce login attacker|Blocklist.de|2020-03-06 07:10:00|2022-10-11 02:08:23;Mail Spammer|Barracuda|2022-12-28 06:35:06|2022-12-28 06:35:06;IMAP Attacker|Blocklist.de|2017-12-05 17:05:47|2024-02-26 02:47:28;Mail Spammer|Blocklist.de|2017-11-01 17:10:25|2024-02-26 03:07:19;SSH Attacker|Blocklist.de|2017-12-18 16:15:28|2024-04-13 04:41:31;Malicious Host|HoneyDB|2019-07-12 00:00:00|2024-04-16 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2017-10-15 14:14:19|2024-04-26 19:55:36;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2017-10-15 14:14:21|2024-04-26 19:55:48;Malicious Host|CIArmy|2017-11-11 18:09:38|2024-04-27 11:13:14
ip,80.66.83.46,RU,malicious,Malicious host|Darklist|2021-01-17 06:49:45|2021-01-21 16:16:18;SSH Attacker|Blocklist.de|2021-01-15 10:21:53|2021-01-22 10:25:13;SIP Attacker|Blocklist.de|2021-01-23 09:40:18|2021-01-24 22:45:57;Mail Spammer|Abuseat.org|2023-12-26 08:17:32|2023-12-26 08:17:32;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-12-27 13:13:28|2024-04-26 19:52:22;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-12-27 13:13:37|2024-04-26 19:52:35;Malicious Host|CIArmy|2023-12-26 08:16:30|2024-04-27 11:11:41
ip,45.128.232.226,NL,malicious,Mail Spammer|Abuseat.org|2024-02-01 08:54:13|2024-02-01 08:54:13;Malicious Host|CIArmy|2024-02-01 08:54:09|2024-02-14 09:19:26;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-02-02 13:48:27|2024-02-16 14:51:21;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-02-02 13:48:36|2024-02-16 14:51:29;Malicious Host|HoneyDB|2024-02-02 00:00:00|2024-04-11 00:00:00;IMAP Attacker|Blocklist.de|2024-04-18 02:50:11|2024-04-19 03:18:04;Mail Spammer|Blocklist.de|2024-04-18 03:06:20|2024-04-19 03:35:19
ip,162.216.149.185,US,malicious,Malicious Host|HoneyDB|2024-03-27 00:00:00|2024-04-16 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:11|2024-04-27 11:32:17
ip,152.32.207.21,HK,malicious,HTTP Attacker|Blocklist.de|2023-09-22 02:16:09|2023-09-23 02:14:39;Mail Spammer|Barracuda|2023-09-01 07:45:48|2023-09-01 07:45:48;Malicious Host|HoneyDB|2023-10-08 00:00:00|2024-02-01 00:00:00;SSH Attacker|Blocklist.de|2024-03-05 03:36:15|2024-03-22 04:07:50;FTP Attacker|Blocklist.de|2023-09-17 02:40:16|2024-04-21 02:52:08;Malicious Host|CIArmy|2023-09-01 07:45:48|2024-04-27 11:29:51
ip,185.242.226.53,NL,malicious,Mail Spammer|Abuseat.org|2024-02-16 09:57:59|2024-02-16 09:57:59;Malicious Host|CIArmy|2024-02-16 09:57:58|2024-04-27 11:42:29
ip,35.203.211.251,US,malicious,Malicious Host|HoneyDB|2023-07-05 00:00:00|2024-02-01 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:50:02|2024-04-26 19:26:07;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:50:08|2024-04-26 19:26:19;Malicious Host|CIArmy|2023-04-20 08:14:04|2024-04-27 10:58:39
ip,118.193.32.88,HK,malicious,Mail Spammer|Abuseat.org|2024-02-07 08:39:28|2024-02-07 08:39:28;SSH Attacker|Blocklist.de|2024-02-28 03:43:54|2024-04-13 03:59:39;Malicious Host|CIArmy|2024-02-07 08:28:44|2024-04-27 11:21:45
